"","start_station","end_station","volume"
"22609","Front & Carpenter","Spring Garden Station, MFL",53
"22610","Girard & Hutchinson","Spring Garden Station, MFL",12
"22611","Girard Station, MFL","Spring Garden Station, MFL",205
"22612","Grays Ferry & Pemberton","Spring Garden Station, MFL",4
"22613","Health Sciences Drive","Spring Garden Station, MFL",0
"22614","Independence Mall, NPS","Spring Garden Station, MFL",172
"22615","Moyamensing & Tasker","Spring Garden Station, MFL",52
"22616","Municipal Services Building Plaza","Spring Garden Station, MFL",143
"22617","Parkside & Belmont, Case Building","Spring Garden Station, MFL",5
"22618","ParkWest Town Center","Spring Garden Station, MFL",1
"22619","Penn Treaty Park","Spring Garden Station, MFL",0
"22620","Pennsylvania & Fairmount Perelman Building","Spring Garden Station, MFL",40
"22621","Pennsylvania Convention Center","Spring Garden Station, MFL",102
"22622","Philadelphia Museum of Art","Spring Garden Station, MFL",186
"22623","Philadelphia Zoo","Spring Garden Station, MFL",5
"22624","Point Breeze & Tasker","Spring Garden Station, MFL",10
"22625","Race Street Pier","Spring Garden Station, MFL",552
"22626","Ridge & Master","Spring Garden Station, MFL",9
"22627","Rittenhouse Square","Spring Garden Station, MFL",10
"22628","Rodin Museum","Spring Garden Station, MFL",94
"22629","Schuylkill Banks Pergola","Spring Garden Station, MFL",4
"22630","Spring Garden Station, BSL","Spring Garden Station, MFL",504
"22631","Spring Garden Station, MFL","Spring Garden Station, MFL",600
"22632","Temple University Station","Spring Garden Station, MFL",15
"22633","The Children's Hospital of Philadelphia (CHOP)","Spring Garden Station, MFL",6
"22634","The Children's Hospital of Philadelphia, Osler Circle","Spring Garden Station, MFL",0
"22635","Thompson & Palmer, Adaire School","Spring Garden Station, MFL",70
"22636","University City Station","Spring Garden Station, MFL",18
"22637","Welcome Park, NPS","Spring Garden Station, MFL",43
"22638","10th & Chestnut","Temple University Station",150
"22639","10th & Federal","Temple University Station",8
"22640","11th & Market","Temple University Station",34
"22641","11th & Pine, Kahn Park","Temple University Station",6
"22642","11th & Poplar, John F. Street Community Center","Temple University Station",74
"22643","11th & Reed","Temple University Station",3
"22644","11th & South","Temple University Station",31
"22645","11th & Washington","Temple University Station",4
"22646","12th & Callowhill","Temple University Station",30
"22647","12th & Chestnut","Temple University Station",60
"22648","12th & Filbert","Temple University Station",31
"22649","12th & Normandy","Temple University Station",0
"22650","12th & Passyunk","Temple University Station",3
"22651","13th & Locust","Temple University Station",44
"22652","13th & Montgomery","Temple University Station",353
"22653","15th & Castle, DiSilvestro Playground","Temple University Station",1
"22654","15th & Kitty Hawk","Temple University Station",0
"22655","15th & Market","Temple University Station",85
"22656","15th & South","Temple University Station",10
"22657","15th & Spruce","Temple University Station",28
"22658","16th & Arch","Temple University Station",6
"22659","16th & Chestnut","Temple University Station",9
"22660","17th & Girard","Temple University Station",500
"22661","17th & Green","Temple University Station",2
"22662","17th & JFK","Temple University Station",5
"22663","17th & Locust","Temple University Station",28
"22664","17th & Pine","Temple University Station",9
"22665","17th & Sansom","Temple University Station",17
"22666","17th & Spring Garden","Temple University Station",92
"22667","18th & Chestnut","Temple University Station",10
"22668","18th & Christian","Temple University Station",0
"22669","18th & Fernon, Aquinas Center","Temple University Station",0
"22670","18th & JFK","Temple University Station",64
"22671","18th & JFK Curbside","Temple University Station",2
"22672","18th & Washington, Chew Playground","Temple University Station",0
"22673","19th & Girard, PTTI","Temple University Station",87
"22674","19th & Lombard","Temple University Station",4
"22675","19th & Market","Temple University Station",12
"22676","20th & Fairmount","Temple University Station",52
"22677","20th & Market","Temple University Station",17
"22678","20th & Race","Temple University Station",0
"22679","20th & Sansom","Temple University Station",34
"22680","21st & Catharine","Temple University Station",9
"22681","21st & Winter, Franklin Institute","Temple University Station",2
"22682","22nd & Cecil B. Moore","Temple University Station",10
"22683","22nd & Federal","Temple University Station",1
"22684","23rd & Fairmount","Temple University Station",30
"22685","23rd & Market","Temple University Station",15
"22686","23rd & South","Temple University Station",4
"22687","24th & Cecil B. Moore, Cecil B. Moore Library","Temple University Station",2
"22688","24th & Race SRT","Temple University Station",6
"22689","24th & Sansom","Temple University Station",2
"22690","25th & Diamond","Temple University Station",4
"22691","25th & Locust","Temple University Station",13
"22692","27th & Girard","Temple University Station",18
"22693","27th & Master, Athletic Recreation Center","Temple University Station",4
"22694","27th & South","Temple University Station",1
"22695","29th & Dauphin","Temple University Station",5
"22696","29th & Diamond","Temple University Station",5
"22697","2nd & Fairmount","Temple University Station",27
"22698","2nd & Germantown","Temple University Station",22
"22699","2nd & Market","Temple University Station",19
"22700","2nd & Norris","Temple University Station",0
"22701","2nd & Race","Temple University Station",24
"22702","2nd & South","Temple University Station",9
"22703","30th Street Station East","Temple University Station",2
"22704","31st & Girard","Temple University Station",26
"22705","32nd & Baring, Drexel Park","Temple University Station",45
"22706","33rd & Dauphin","Temple University Station",12
"22707","33rd & Diamond","Temple University Station",5
"22708","33rd & Market","Temple University Station",4
"22709","33rd & Reservoir","Temple University Station",13
"22710","34th & Chestnut","Temple University Station",0
"22711","34th & Mantua","Temple University Station",14
"22712","34th & Spruce","Temple University Station",0
"22713","36th & Sansom","Temple University Station",6
"22714","38th & Market","Temple University Station",3
"22715","38th & Powelton","Temple University Station",14
"22716","38th & Spruce","Temple University Station",0
"22717","39th & Mt. Vernon, Mantua Haverford Community Center","Temple University Station",0
"22718","3rd & Girard","Temple University Station",101
"22719","40th & Baltimore, Trolley Portal","Temple University Station",0
"22720","40th & Spruce","Temple University Station",1
"22721","40th Street Station, MFL","Temple University Station",2
"22722","42nd & Lancaster","Temple University Station",0
"22723","43rd & Chester, Clark Park","Temple University Station",0
"22724","44th & Walnut","Temple University Station",3
"22725","45th & Baltimore","Temple University Station",2
"22726","46th Street Station, MFL","Temple University Station",1
"22727","48th & Spruce","Temple University Station",2
"22728","4th & Bainbridge","Temple University Station",13
"22729","4th & Christian","Temple University Station",14
"22730","4th & Walnut, NPS","Temple University Station",14
"22731","4th & Washington","Temple University Station",6
"22732","6th & Berks","Temple University Station",423
"22733","6th & Fairmount","Temple University Station",28
"22734","6th & Race","Temple University Station",7
"22735","7th & Fitzwater","Temple University Station",9
"22736","8th & Market","Temple University Station",29
"22737","8th & Mifflin, Bok Building","Temple University Station",0
"22738","9th & Arch","Temple University Station",47
"22739","9th & Locust","Temple University Station",66
"22740","9th & Spring Garden","Temple University Station",44
"22741","Amtrak 30th Street Station","Temple University Station",7
"22742","Barnes Foundation","Temple University Station",8
"22743","Berks Station, MFL","Temple University Station",446
"22744","Broad & Carpenter","Temple University Station",0
"22745","Broad & Cecil B Moore","Temple University Station",13
"22746","Broad & Christian","Temple University Station",8
"22747","Broad & Diamond","Temple University Station",108
"22748","Broad & Federal","Temple University Station",3
"22749","Broad & Girard","Temple University Station",117
"22750","Broad & Oxford","Temple University Station",443
"22751","Broad & Passyunk","Temple University Station",0
"22752","Broad & Pattison, BSL","Temple University Station",0
"22753","Broad & Ritner","Temple University Station",1
"22754","Corinthian & Poplar","Temple University Station",0
"22755","Crescent Park","Temple University Station",1
"22756","Darien & Catharine","Temple University Station",6
"22757","Del. River Trail & Penn St.","Temple University Station",91
"22758","Dornsife Center","Temple University Station",19
"22759","Fairmount & Ridge","Temple University Station",82
"22760","Foglietta Plaza","Temple University Station",20
"22761","Frankford & Belgrade","Temple University Station",200
"22762","Free Library of Philadelphia - Central Library","Temple University Station",11
"22763","Front & Carpenter","Temple University Station",56
"22764","Girard & Hutchinson","Temple University Station",48
"22765","Girard Station, MFL","Temple University Station",48
"22766","Grays Ferry & Pemberton","Temple University Station",0
"22767","Health Sciences Drive","Temple University Station",0
"22768","Independence Mall, NPS","Temple University Station",15
"22769","Moyamensing & Tasker","Temple University Station",150
"22770","Municipal Services Building Plaza","Temple University Station",85
"22771","Parkside & Belmont, Case Building","Temple University Station",0
"22772","ParkWest Town Center","Temple University Station",1
"22773","Penn Treaty Park","Temple University Station",0
"22774","Pennsylvania & Fairmount Perelman Building","Temple University Station",69
"22775","Pennsylvania Convention Center","Temple University Station",46
"22776","Philadelphia Museum of Art","Temple University Station",48
"22777","Philadelphia Zoo","Temple University Station",1
"22778","Point Breeze & Tasker","Temple University Station",1
"22779","Race Street Pier","Temple University Station",44
"22780","Ridge & Master","Temple University Station",4
"22781","Rittenhouse Square","Temple University Station",2
"22782","Rodin Museum","Temple University Station",25
"22783","Schuylkill Banks Pergola","Temple University Station",4
"22784","Spring Garden Station, BSL","Temple University Station",186
"22785","Spring Garden Station, MFL","Temple University Station",3
"22786","Temple University Station","Temple University Station",508
"22787","The Children's Hospital of Philadelphia (CHOP)","Temple University Station",0
"22788","The Children's Hospital of Philadelphia, Osler Circle","Temple University Station",0
"22789","Thompson & Palmer, Adaire School","Temple University Station",98
"22790","University City Station","Temple University Station",0
"22791","Welcome Park, NPS","Temple University Station",18
"22792","10th & Chestnut","The Children's Hospital of Philadelphia (CHOP)",48
"22793","10th & Federal","The Children's Hospital of Philadelphia (CHOP)",112
"22794","11th & Market","The Children's Hospital of Philadelphia (CHOP)",34
"22795","11th & Pine, Kahn Park","The Children's Hospital of Philadelphia (CHOP)",491
"22796","11th & Poplar, John F. Street Community Center","The Children's Hospital of Philadelphia (CHOP)",0
"22797","11th & Reed","The Children's Hospital of Philadelphia (CHOP)",281
"22798","11th & South","The Children's Hospital of Philadelphia (CHOP)",397
"22799","11th & Washington","The Children's Hospital of Philadelphia (CHOP)",52
"22800","12th & Callowhill","The Children's Hospital of Philadelphia (CHOP)",20
"22801","12th & Chestnut","The Children's Hospital of Philadelphia (CHOP)",31
"22802","12th & Filbert","The Children's Hospital of Philadelphia (CHOP)",17
"22803","12th & Normandy","The Children's Hospital of Philadelphia (CHOP)",0
"22804","12th & Passyunk","The Children's Hospital of Philadelphia (CHOP)",31
"22805","13th & Locust","The Children's Hospital of Philadelphia (CHOP)",163
"22806","13th & Montgomery","The Children's Hospital of Philadelphia (CHOP)",2
"22807","15th & Castle, DiSilvestro Playground","The Children's Hospital of Philadelphia (CHOP)",24
"22808","15th & Kitty Hawk","The Children's Hospital of Philadelphia (CHOP)",0
"22809","15th & Market","The Children's Hospital of Philadelphia (CHOP)",29
"22810","15th & South","The Children's Hospital of Philadelphia (CHOP)",113
"22811","15th & Spruce","The Children's Hospital of Philadelphia (CHOP)",531
"22812","16th & Arch","The Children's Hospital of Philadelphia (CHOP)",32
"22813","16th & Chestnut","The Children's Hospital of Philadelphia (CHOP)",16
"22814","17th & Girard","The Children's Hospital of Philadelphia (CHOP)",4
"22815","17th & Green","The Children's Hospital of Philadelphia (CHOP)",81
"22816","17th & JFK","The Children's Hospital of Philadelphia (CHOP)",10
"22817","17th & Locust","The Children's Hospital of Philadelphia (CHOP)",338
"22818","17th & Pine","The Children's Hospital of Philadelphia (CHOP)",611
"22819","17th & Sansom","The Children's Hospital of Philadelphia (CHOP)",171
"22820","17th & Spring Garden","The Children's Hospital of Philadelphia (CHOP)",70
"22821","18th & Chestnut","The Children's Hospital of Philadelphia (CHOP)",47
"22822","18th & Christian","The Children's Hospital of Philadelphia (CHOP)",54
"22823","18th & Fernon, Aquinas Center","The Children's Hospital of Philadelphia (CHOP)",23
"22824","18th & JFK","The Children's Hospital of Philadelphia (CHOP)",198
"22825","18th & JFK Curbside","The Children's Hospital of Philadelphia (CHOP)",37
"22826","18th & Washington, Chew Playground","The Children's Hospital of Philadelphia (CHOP)",205
"22827","19th & Girard, PTTI","The Children's Hospital of Philadelphia (CHOP)",19
"22828","19th & Lombard","The Children's Hospital of Philadelphia (CHOP)",1796
"22829","19th & Market","The Children's Hospital of Philadelphia (CHOP)",146
"22830","20th & Fairmount","The Children's Hospital of Philadelphia (CHOP)",106
"22831","20th & Market","The Children's Hospital of Philadelphia (CHOP)",95
"22832","20th & Race","The Children's Hospital of Philadelphia (CHOP)",38
"22833","20th & Sansom","The Children's Hospital of Philadelphia (CHOP)",1056
"22834","21st & Catharine","The Children's Hospital of Philadelphia (CHOP)",1389
"22835","21st & Winter, Franklin Institute","The Children's Hospital of Philadelphia (CHOP)",24
"22836","22nd & Cecil B. Moore","The Children's Hospital of Philadelphia (CHOP)",0
"22837","22nd & Federal","The Children's Hospital of Philadelphia (CHOP)",295
"22838","23rd & Fairmount","The Children's Hospital of Philadelphia (CHOP)",71
"22839","23rd & Market","The Children's Hospital of Philadelphia (CHOP)",329
"22840","23rd & South","The Children's Hospital of Philadelphia (CHOP)",1428
"22841","24th & Cecil B. Moore, Cecil B. Moore Library","The Children's Hospital of Philadelphia (CHOP)",0
"22842","24th & Race SRT","The Children's Hospital of Philadelphia (CHOP)",652
"22843","24th & Sansom","The Children's Hospital of Philadelphia (CHOP)",348
"22844","25th & Diamond","The Children's Hospital of Philadelphia (CHOP)",0
"22845","25th & Locust","The Children's Hospital of Philadelphia (CHOP)",713
"22846","27th & Girard","The Children's Hospital of Philadelphia (CHOP)",38
"22847","27th & Master, Athletic Recreation Center","The Children's Hospital of Philadelphia (CHOP)",0
"22848","27th & South","The Children's Hospital of Philadelphia (CHOP)",496
"22849","29th & Dauphin","The Children's Hospital of Philadelphia (CHOP)",5
"22850","29th & Diamond","The Children's Hospital of Philadelphia (CHOP)",0
"22851","2nd & Fairmount","The Children's Hospital of Philadelphia (CHOP)",4
"22852","2nd & Germantown","The Children's Hospital of Philadelphia (CHOP)",0
